2024-01-25 19:29:20 - Epoch 1: Training Loss: 2.4006, Training Accuracy = 48.1615%, Test Loss: 1.1629, Test Accuracy = 69.293%
2024-01-25 19:52:42 - Epoch 2: Training Loss: 1.2152, Training Accuracy = 69.8786%, Test Loss: 1.039, Test Accuracy = 71.8109%
2024-01-25 20:16:00 - Epoch 3: Training Loss: 0.6911, Training Accuracy = 82.0063%, Test Loss: 1.0676, Test Accuracy = 72.2361%
2024-01-25 20:39:12 - Epoch 4: Training Loss: 0.3576, Training Accuracy = 90.1852%, Test Loss: 1.1738, Test Accuracy = 71.9526%
2024-01-25 21:02:28 - Epoch 5: Training Loss: 0.2075, Training Accuracy = 94.0708%, Test Loss: 1.303, Test Accuracy = 70.9938%
2024-01-25 21:25:40 - Epoch 6: Training Loss: 0.158, Training Accuracy = 95.3057%, Test Loss: 1.3724, Test Accuracy = 72.0027%
2024-01-25 21:48:51 - Epoch 7: Training Loss: 0.1322, Training Accuracy = 96.0781%, Test Loss: 1.451, Test Accuracy = 71.0522%
2024-01-25 22:12:04 - Epoch 8: Training Loss: 0.1253, Training Accuracy = 96.2081%, Test Loss: 1.5615, Test Accuracy = 70.3268%
2024-01-25 22:35:16 - Epoch 9: Training Loss: 0.113, Training Accuracy = 96.5441%, Test Loss: 1.5527, Test Accuracy = 71.0105%
2024-01-25 22:58:28 - Epoch 10: Training Loss: 0.1049, Training Accuracy = 96.7889%, Test Loss: 1.6093, Test Accuracy = 70.7187%
2024-01-25 23:21:46 - Epoch 11: Training Loss: 0.0388, Training Accuracy = 98.9263%, Test Loss: 1.4708, Test Accuracy = 73.1366%
2024-01-25 23:45:07 - Epoch 12: Training Loss: 0.0211, Training Accuracy = 99.4454%, Test Loss: 1.4639, Test Accuracy = 73.4951%
2024-01-26 00:08:26 - Epoch 13: Training Loss: 0.0154, Training Accuracy = 99.6353%, Test Loss: 1.4727, Test Accuracy = 73.7119%
2024-01-26 00:31:47 - Epoch 14: Training Loss: 0.0123, Training Accuracy = 99.729%, Test Loss: 1.4814, Test Accuracy = 73.7869%
2024-01-26 00:54:58 - Epoch 15: Training Loss: 0.01, Training Accuracy = 99.7679%, Test Loss: 1.49, Test Accuracy = 73.5868%
2024-01-26 01:18:11 - Epoch 16: Training Loss: 0.0093, Training Accuracy = 99.7932%, Test Loss: 1.504, Test Accuracy = 73.7619%
2024-01-26 01:41:29 - Epoch 17: Training Loss: 0.0079, Training Accuracy = 99.827%, Test Loss: 1.5097, Test Accuracy = 74.1204%
2024-01-26 02:04:47 - Epoch 18: Training Loss: 0.0074, Training Accuracy = 99.8312%, Test Loss: 1.5016, Test Accuracy = 74.2955%
2024-01-26 02:27:58 - Epoch 19: Training Loss: 0.0066, Training Accuracy = 99.8481%, Test Loss: 1.5177, Test Accuracy = 74.2121%
2024-01-26 02:51:11 - Epoch 20: Training Loss: 0.0056, Training Accuracy = 99.8844%, Test Loss: 1.5269, Test Accuracy = 73.9536%
2024-01-26 03:14:29 - Epoch 21: Training Loss: 0.0052, Training Accuracy = 99.8768%, Test Loss: 1.5164, Test Accuracy = 74.3789%
2024-01-26 03:37:47 - Epoch 22: Training Loss: 0.005, Training Accuracy = 99.8979%, Test Loss: 1.5158, Test Accuracy = 74.4706%
2024-01-26 04:01:04 - Epoch 23: Training Loss: 0.0044, Training Accuracy = 99.9088%, Test Loss: 1.5174, Test Accuracy = 74.4872%
2024-01-26 04:24:16 - Epoch 24: Training Loss: 0.0043, Training Accuracy = 99.9122%, Test Loss: 1.5207, Test Accuracy = 74.4706%
2024-01-26 04:47:35 - Epoch 25: Training Loss: 0.0048, Training Accuracy = 99.9071%, Test Loss: 1.5188, Test Accuracy = 74.579%
2024-01-26 05:10:54 - Epoch 26: Training Loss: 0.0043, Training Accuracy = 99.9071%, Test Loss: 1.5183, Test Accuracy = 74.679%
2024-01-26 05:34:06 - Epoch 27: Training Loss: 0.004, Training Accuracy = 99.9071%, Test Loss: 1.5199, Test Accuracy = 74.5456%
